SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes
0,1,20.75,True,True,True,False,False,False,False,False
0,27,101.9,False,False,True,False,True,True,False,False
0,14,80.05,False,False,True,False,True,False,False,False
0,71,105.55,True,True,True,True,True,False,True,False
0,13,78.3,True,True,True,False,True,False,False,False
0,44,68.85,True,False,True,False,True,False,False,False
0,33,79.95,False,False,True,False,True,True,False,False
0,72,55.45,True,True,False,False,False,False,True,False
0,1,79.9,True,False,True,False,True,False,False,True
0,19,106.6,False,False,True,False,True,False,False,True
0,64,102.45,True,False,True,False,True,True,False,False
0,2,46.0,True,False,True,False,False,False,False,True
0,1,25.25,False,False,False,False,False,False,False,False
0,61,19.75,True,True,True,False,False,False,True,False
0,29,20.0,False,True,True,False,False,True,False,False
1,23,86.8,True,False,True,True,True,False,False,False
0,57,58.75,False,False,False,False,False,False,False,False
0,72,45.25,True,True,False,False,False,False,True,False
0,66,56.6,True,False,False,False,False,False,True,False
0,65,84.2,True,True,True,True,False,False,True,False
0,8,80.0,False,False,True,False,True,False,False,False
0,4,70.15,False,False,True,False,True,False,False,True
0,71,24.75,False,False,True,True,False,False,True,False
0,1,20.2,True,True,True,False,False,True,False,False
0,4,50.05,True,False,True,False,False,False,False,True
0,12,19.35,False,False,True,False,False,True,False,False
0,24,50.6,True,False,False,False,False,True,False,False
0,31,81.15,False,True,True,False,False,True,False,False
0,1,55.2,False,False,True,False,False,False,False,True
0,30,89.9,True,False,True,True,True,False,False,False
0,47,85.3,False,True,True,True,False,False,True,False
0,54,108.0,True,False,True,True,True,False,True,False
0,50,93.5,True,False,True,False,True,False,False,False
0,1,84.6,True,False,True,False,True,False,False,True
0,72,20.25,False,False,True,False,False,False,True,False
0,29,25.15,False,False,True,True,False,False,False,False
0,2,54.4,True,False,True,True,False,False,False,True
0,10,29.6,False,False,False,False,False,False,True,False
0,18,73.15,True,False,True,True,True,False,False,False
1,11,95.0,False,False,True,False,True,False,False,True
0,16,19.75,True,False,True,False,False,False,True,False
0,72,86.6,False,False,True,True,False,False,True,False
0,72,109.2,True,False,True,True,True,False,True,False
0,41,74.7,False,True,True,False,False,True,False,False
1,65,94.4,False,False,True,False,True,False,False,False
1,13,54.8,False,False,True,False,False,False,False,False
1,4,75.35,True,False,True,False,True,False,False,False
0,41,65.0,True,False,True,True,False,True,False,False
1,15,74.4,True,False,True,False,True,False,False,True
0,1,48.55,True,False,True,False,False,False,False,True
0,42,99.0,True,False,True,True,True,True,False,False
0,51,93.5,False,False,True,False,True,True,False,False
0,2,70.4,False,True,True,False,True,False,False,True
1,1,40.2,True,False,False,False,False,False,False,True
0,32,83.7,True,True,True,True,False,True,False,False
0,10,19.85,True,False,True,False,False,False,False,False
0,67,59.55,False,True,False,False,False,False,True,False
0,61,115.1,False,True,True,True,True,False,True,False
0,50,114.35,True,False,True,True,True,True,False,False
0,2,44.6,False,False,True,False,False,False,False,True
1,29,45.0,False,False,False,False,False,False,False,False
1,3,41.15,True,False,False,False,False,False,False,True
1,13,106.9,True,False,True,True,True,False,False,True
1,57,89.85,True,False,True,True,True,False,False,False
0,31,49.85,False,False,False,False,False,False,True,False
0,45,113.3,False,False,True,True,True,True,False,False
0,61,88.1,False,True,True,True,False,False,True,False
0,50,24.9,True,False,True,True,False,False,True,False
1,19,105.0,False,False,True,False,True,False,False,False
0,59,19.35,True,False,True,False,False,False,True,True
0,71,24.25,False,False,True,True,False,False,True,False
1,16,94.45,False,False,True,False,True,False,False,True
0,57,59.75,True,False,True,False,False,False,True,False
0,1,24.8,True,False,False,False,False,False,False,True
1,20,107.05,True,False,True,True,True,False,False,False
0,1,70.6,True,False,True,False,True,False,False,True
0,5,85.4,True,False,True,True,True,False,False,True
0,52,105.05,False,False,True,True,True,False,False,True
1,21,64.95,True,False,True,False,False,False,False,False
0,14,55.0,True,False,False,False,False,False,False,False
0,5,50.55,False,False,True,False,False,False,False,False
0,6,55.15,False,False,True,False,False,False,False,False
0,10,51.2,False,False,True,False,False,False,False,False
0,1,25.4,False,True,True,True,False,False,False,False
0,68,54.45,False,False,True,True,False,False,False,False
0,18,95.15,True,True,True,False,True,False,False,True
0,22,76.0,False,False,True,True,True,True,False,False
0,20,44.35,False,False,True,False,False,False,False,False
0,1,70.0,True,False,True,False,True,False,False,True
1,8,74.5,True,False,True,False,True,False,False,True
0,10,44.85,True,False,True,False,False,False,False,True
1,24,76.1,True,False,True,True,True,False,False,True
0,35,61.2,True,False,True,False,False,True,False,False
0,23,86.8,True,True,True,False,True,True,False,False
1,6,89.35,False,False,True,False,True,False,False,False
0,12,19.7,False,False,True,False,False,False,False,False
0,1,20.25,True,False,True,False,False,False,False,False
0,71,76.05,False,True,True,False,True,False,True,False
1,35,100.8,True,False,True,True,True,False,False,False
0,40,74.55,True,True,True,True,False,False,False,False
0,1,73.6,False,True,True,False,True,False,False,True
0,23,64.9,True,False,True,False,False,True,False,False
1,4,95.45,False,False,True,True,True,False,False,True
0,4,90.4,True,False,True,False,True,False,False,False
0,68,60.3,False,True,False,False,False,False,True,False
0,38,81.85,True,True,True,True,True,False,False,False
0,52,24.8,True,True,True,True,False,False,True,False
1,32,74.9,True,False,True,True,True,False,False,True
0,29,75.55,True,True,True,False,False,False,True,False
1,38,101.15,True,True,True,True,True,False,False,False
0,48,78.75,True,True,True,True,False,True,False,False
0,1,19.25,False,False,True,False,False,False,False,False
0,22,89.05,False,False,True,False,True,False,False,False
0,43,115.05,False,False,True,True,True,False,True,False
1,5,69.35,False,False,True,False,True,False,False,False
0,5,80.6,True,False,True,False,True,False,False,True
0,51,110.05,True,True,True,True,True,True,False,False
0,71,19.9,True,False,True,False,False,False,True,False
0,38,80.3,False,True,True,False,False,True,False,True
1,24,93.15,True,False,True,False,True,False,False,True
0,35,91.5,True,False,True,True,True,False,False,False
1,54,82.45,False,False,True,True,False,True,False,True
0,72,60.0,False,True,False,False,False,False,True,False
0,1,44.8,True,False,True,False,False,False,False,False
0,9,48.6,False,True,True,False,False,True,False,False
0,69,60.05,True,False,False,False,False,False,True,False
0,52,102.7,False,False,True,True,True,False,False,False
1,11,82.9,False,False,True,False,True,False,False,False
1,2,70.35,False,False,True,False,True,False,False,True
1,28,35.9,False,True,False,False,False,False,False,False
1,17,82.65,False,False,True,True,True,False,False,False
0,35,19.85,False,True,True,False,False,False,True,False
0,8,19.2,False,False,True,False,False,True,False,False
0,46,94.9,True,False,True,True,True,True,False,False
0,7,73.85,False,False,True,True,True,False,False,True
0,2,80.6,False,False,True,True,True,False,False,True
0,68,75.8,True,True,True,True,False,True,False,True
0,43,104.6,False,False,True,True,True,False,True,True
0,68,88.15,False,False,True,True,False,False,True,False
0,36,94.8,False,False,True,False,True,False,False,False
0,63,103.4,True,False,True,True,True,False,False,True
1,32,54.65,False,False,True,False,False,False,False,False
0,71,85.75,False,False,True,True,False,False,True,False
0,66,67.45,False,True,True,True,False,False,False,False
0,63,20.5,True,False,True,False,False,True,False,False
0,41,20.25,False,True,True,False,False,True,False,False
1,1,72.1,False,False,True,True,True,False,False,False
0,2,90.4,False,False,True,False,True,False,False,True
0,70,19.45,False,False,True,False,False,False,True,False
0,23,44.95,False,False,False,False,False,False,False,False
1,64,97.0,False,False,True,False,True,True,False,False
0,37,62.8,True,True,True,True,False,False,True,False
0,17,44.6,True,True,True,False,False,True,False,False
1,7,89.15,False,False,True,False,True,False,False,False
0,4,84.8,True,True,True,True,True,False,False,True
1,21,41.9,False,False,False,False,False,False,False,True
0,10,80.25,False,False,True,False,True,False,False,True
1,16,54.1,False,False,True,True,False,False,False,False
0,64,105.25,True,False,True,True,True,False,True,False
1,27,30.75,True,False,False,False,False,False,False,True
0,42,97.1,True,True,True,True,True,True,False,False
0,5,20.2,True,True,True,False,False,False,False,False
0,41,98.8,False,False,True,False,True,False,True,False
0,58,50.3,True,False,True,False,False,True,False,False
0,47,20.55,False,False,True,False,False,False,True,False
0,18,75.9,True,False,True,False,True,False,False,False
0,5,96.5,True,False,True,False,True,False,False,True
0,23,59.95,True,False,True,False,False,False,False,False
0,1,19.15,False,False,True,False,False,False,False,False
0,71,98.65,True,False,True,True,True,True,False,False
0,72,112.6,True,True,True,True,True,False,True,False
0,33,20.6,True,True,True,False,False,True,False,False
0,2,85.65,True,False,True,True,True,False,False,True
0,24,35.75,True,True,False,False,False,False,True,False
0,56,99.75,False,True,True,True,True,True,False,False
0,37,96.1,True,False,True,False,True,False,False,False
0,43,85.1,False,False,True,True,False,True,False,False
0,1,25.35,True,False,False,False,False,False,False,False
0,25,104.95,False,False,True,True,True,False,False,True
0,61,89.65,False,False,True,True,False,False,True,False
0,17,86.75,True,False,True,True,True,True,False,False
0,41,86.2,False,False,True,False,True,True,False,False
0,1,50.65,True,False,True,False,False,False,False,True
1,72,64.8,True,True,False,False,False,False,True,False
0,1,90.85,True,False,True,True,True,False,False,True
0,48,108.1,True,False,True,True,True,False,True,False
1,11,19.95,True,False,True,False,False,False,False,True
1,55,85.45,False,False,True,True,True,False,False,True
0,42,54.75,False,False,False,False,False,True,False,False
0,44,90.4,True,False,True,True,True,False,False,False
0,1,44.0,True,True,True,False,False,False,False,False
0,27,95.6,False,False,True,True,True,False,False,False
1,27,84.8,True,False,True,True,False,False,False,False
1,2,44.3,False,False,True,False,False,False,False,False
0,19,19.9,False,False,True,False,False,False,False,False
1,42,95.05,False,False,True,True,True,False,False,False
0,66,90.05,False,False,True,True,False,False,True,False
1,33,109.9,True,False,True,True,True,False,False,False
0,34,73.95,False,False,True,False,True,False,False,True
1,33,54.6,True,False,False,False,False,False,False,False
0,23,20.05,False,True,True,False,False,True,False,False
0,32,19.75,False,False,True,False,False,True,False,False
0,11,20.05,False,False,True,False,False,True,False,False
0,69,99.45,True,True,True,True,True,False,False,True
0,68,55.9,False,False,True,False,False,True,False,False
0,20,19.7,True,False,True,False,False,False,True,False
0,72,19.8,True,False,True,False,False,False,True,False
0,60,95.4,True,True,True,True,True,True,False,False
1,32,93.95,True,True,True,False,True,False,False,False
0,1,19.9,False,False,True,False,False,False,False,True
0,1,19.6,True,False,True,False,False,False,False,True
1,3,81.35,True,False,True,True,True,False,False,True
0,46,24.45,False,False,True,True,False,True,False,False
0,29,74.95,False,False,True,True,True,False,False,False
0,51,87.35,True,False,True,True,True,False,False,False
1,48,70.65,False,False,True,False,True,False,False,False
0,16,73.25,False,True,True,False,True,False,False,False
0,70,98.7,True,False,True,True,True,False,True,False
0,40,24.8,False,True,True,True,False,False,True,False
0,22,83.3,False,True,True,False,True,False,False,True
1,1,75.3,False,False,True,False,True,False,False,True
0,5,24.3,False,True,True,True,False,False,False,False
0,7,69.85,False,False,True,False,True,False,False,False
0,29,100.55,True,True,True,True,True,True,False,False
0,44,25.7,True,True,True,True,False,True,False,False
0,10,40.7,False,False,False,False,False,False,False,False
1,55,51.65,False,False,True,True,False,False,False,False
1,52,105.1,True,False,True,True,True,True,False,False
0,10,85.95,False,True,True,True,True,False,False,False
0,18,75.6,True,False,True,True,True,False,False,False
0,68,58.25,False,False,True,True,False,True,False,False
0,61,19.4,False,True,True,False,False,False,False,True
0,72,65.2,False,True,False,False,False,False,True,False
0,2,53.45,True,False,True,False,False,False,False,False
0,12,45.4,True,False,True,False,False,False,False,True
0,41,19.75,True,False,True,False,False,False,True,False
0,26,44.45,False,False,False,False,False,False,False,False
0,36,20.85,True,False,True,False,False,True,False,False
0,72,114.05,True,True,True,True,True,False,True,False
0,35,89.85,True,False,True,True,True,False,False,False
0,1,55.05,True,False,True,False,False,False,False,False
0,16,112.95,False,True,True,True,True,False,False,False
1,49,101.55,False,False,True,True,True,False,False,False
0,54,114.65,False,False,True,True,True,True,False,False
0,18,64.8,False,True,True,True,False,False,False,False
0,36,80.4,False,False,True,False,True,False,False,False
0,60,105.9,False,False,True,True,True,False,False,True
0,1,69.55,False,False,True,False,True,False,False,True
0,52,25.05,False,True,True,True,False,False,True,False
0,8,94.75,True,True,True,False,True,False,False,False
0,72,105.5,True,True,True,False,True,False,True,False
0,64,24.7,False,False,True,True,False,True,False,False
1,22,69.75,False,False,True,False,False,False,False,False
0,60,60.2,True,False,False,False,False,False,False,False
0,28,81.05,False,True,True,False,True,False,False,True
0,61,24.4,False,False,True,True,False,False,True,False
0,24,104.15,False,False,True,True,True,False,False,False
0,28,92.9,True,True,True,False,True,True,False,False
0,30,80.8,False,True,True,False,False,False,True,False
0,2,20.0,True,False,True,False,False,False,False,False
0,1,75.1,True,False,True,True,True,False,False,False
0,6,19.65,True,True,True,False,False,False,False,False
0,24,69.45,False,False,True,False,False,False,False,False
0,4,101.15,True,True,True,True,True,False,False,True
0,7,99.8,True,False,True,True,True,False,False,True
1,72,116.05,True,False,True,True,True,False,True,False
0,70,40.05,True,False,False,False,False,False,True,False
1,64,102.1,True,False,True,True,True,False,True,False
0,72,89.7,True,True,True,True,True,True,False,False
0,44,19.9,False,True,True,False,False,False,True,False
0,13,55.95,False,True,True,False,False,False,False,True
1,17,20.65,False,False,True,False,False,True,False,False
0,1,55.0,True,False,True,False,False,False,False,True
0,9,70.05,True,False,True,False,False,False,False,False
0,24,53.6,True,False,True,False,False,False,False,False
0,1,74.7,False,True,True,False,True,False,False,True
0,24,80.25,True,False,True,True,True,False,False,True
1,35,76.05,True,True,True,False,False,False,False,False
0,7,75.7,False,True,True,False,False,False,False,False
0,5,96.1,True,False,True,False,True,False,False,True
0,15,69.0,False,True,True,False,True,False,False,True
0,11,19.65,True,True,True,False,False,False,True,False
0,48,45.3,False,False,False,False,False,False,False,True
1,20,81.45,False,False,True,False,True,False,False,False
0,72,108.5,False,False,True,True,True,True,False,False
0,8,83.55,False,True,True,False,True,False,False,True
0,72,84.5,True,True,True,True,True,False,True,False
0,15,100.15,False,False,True,True,True,False,False,False
0,72,88.6,True,False,True,True,False,False,True,False
0,0,52.55,False,True,False,False,False,False,True,False
0,1,74.35,True,True,True,True,True,False,False,True
0,63,104.8,True,True,True,True,True,False,True,False
0,2,59.0,False,False,True,False,False,False,False,False
0,2,74.4,False,False,True,False,True,False,False,True
1,61,64.05,True,False,True,True,False,True,False,False
0,1,20.4,True,False,True,False,False,False,False,False
0,22,43.75,True,False,False,False,False,True,False,True
0,28,60.9,True,False,True,False,False,False,False,False
0,70,19.8,False,False,True,False,False,False,True,False
1,5,28.45,False,False,False,False,False,False,False,True
0,12,99.7,False,False,True,True,True,False,False,True
0,34,116.25,True,False,True,True,True,True,False,False
1,71,80.7,False,False,True,True,True,False,True,False
0,70,65.2,False,True,True,True,False,True,False,False
0,52,84.05,False,True,True,False,True,False,False,False
0,69,79.45,True,True,True,True,False,False,True,False
1,20,94.1,False,False,True,True,True,False,False,True
0,11,78.0,True,True,True,True,True,False,False,False
0,2,94.2,True,False,True,False,True,False,False,True
0,6,80.5,False,True,True,True,True,False,False,True
0,1,19.85,False,False,True,False,False,False,False,False
1,20,94.3,True,True,True,False,True,True,False,False
0,61,106.45,True,False,True,True,True,False,False,False
1,5,74.35,False,False,True,True,True,False,False,True
0,56,105.45,False,False,True,True,True,False,False,False
0,30,95.0,True,False,True,True,True,False,False,False
0,40,104.8,True,False,True,True,True,False,False,True
0,28,54.3,False,False,True,False,False,True,False,False
1,5,70.05,False,False,True,False,True,False,False,False
1,27,75.2,False,False,True,False,True,False,False,True
0,12,20.05,True,False,True,False,False,False,False,False
0,67,105.4,True,True,True,True,True,True,False,False
1,29,51.6,True,False,True,True,False,False,False,False
0,55,85.5,True,True,True,True,True,False,False,False
0,23,75.6,False,False,True,True,True,False,False,True
0,34,100.05,True,False,True,True,True,False,False,True
0,52,91.25,True,False,True,False,True,True,False,False
1,72,115.75,True,True,True,True,True,False,True,False
0,58,94.7,True,True,True,True,True,True,False,False
0,35,19.6,True,True,True,False,False,False,True,False
1,56,99.9,False,False,True,True,True,False,True,False
0,24,21.1,False,True,True,False,False,False,True,False
0,70,20.05,True,True,True,False,False,False,True,False
0,2,79.95,True,False,True,False,True,False,False,False
1,68,107.15,True,True,True,True,True,True,False,False
0,1,85.0,False,False,True,True,True,False,False,True
0,12,89.55,True,False,True,True,True,False,False,False
0,63,81.55,False,False,True,True,True,False,False,False
0,33,58.45,False,True,True,False,False,True,False,False
0,69,95.65,False,False,True,False,True,True,False,False
0,60,80.6,False,True,True,False,False,False,True,False
0,72,113.1,False,True,True,True,True,False,True,False
0,11,58.95,False,False,True,True,False,False,False,False
0,1,19.55,False,False,True,False,False,False,False,False
0,10,86.05,True,False,True,True,True,False,False,True
0,13,45.55,True,False,False,False,False,False,False,True
0,34,78.95,True,True,True,False,True,True,False,False
0,39,86.3,True,True,True,False,True,False,False,True
0,65,105.05,False,False,True,True,True,True,False,False
1,50,101.9,True,False,True,True,True,True,False,False
0,15,19.75,True,False,True,False,False,False,False,False
0,72,110.3,True,True,True,True,True,False,True,False
0,72,115.6,False,True,True,True,True,False,True,False
0,55,19.35,True,True,True,False,False,False,True,False
0,23,25.6,False,True,True,True,False,False,True,False
0,32,80.35,True,False,True,True,True,False,False,True
0,56,68.75,False,True,True,True,False,True,False,False
0,1,19.9,False,False,True,False,False,False,False,False
0,38,70.6,True,False,True,False,False,True,False,False
0,11,70.2,True,False,True,False,True,False,False,False
0,1,49.3,True,False,True,False,False,False,False,False
0,56,107.25,True,False,True,True,True,True,False,False
0,3,23.6,True,False,True,True,False,False,False,False
0,7,69.7,True,True,True,False,False,False,False,False
0,59,99.5,True,True,True,True,True,False,True,False
0,7,64.3,True,False,True,False,False,False,False,False
0,71,70.85,True,True,True,False,False,False,True,False
0,15,101.9,True,True,True,False,True,True,False,False
0,71,73.5,True,False,True,True,False,False,True,False
0,35,100.25,False,False,True,True,True,False,False,True
0,11,40.4,False,False,False,False,False,True,False,False
0,60,19.25,False,True,True,False,False,False,True,False
1,47,59.6,True,False,True,True,False,False,True,False
0,11,64.9,False,False,True,False,False,True,False,False
0,56,100.3,True,False,True,True,True,True,False,True
1,28,110.85,False,False,True,True,True,False,False,False
0,61,81.05,True,False,True,False,False,False,True,False
